-0.023334876	-0.027694725	0.09901667	0.029779034	0.020622136	0.018394025	0.051074576	-0.05399992	0.014704707	-0.043582223	0.0131271975	-0.0349647	0.013607669	-0.06752268	-0.1118621	-0.0019857853
0.105785236	-0.07975789	0.11468818	-0.10192207	-0.058848795	0.08611929	0.06744845	0.057111595	0.02305422	0.06931562	0.1158113	0.047794744	0.06141432	-0.12852518	-0.14356275	0.0671989
0.17912228	-0.15943134	0.19558197	-0.10522437	-0.10680055	0.08012944	0.103842475	0.143283	-0.010176972	0.13301453	0.15241867	0.10297991	0.059619192	-0.16520497	-0.20799023	0.04233611
-0.42736563	0.45880055	-0.45025146	0.21987082	0.36903223	-0.32535946	-0.2250246	-0.38392007	0.15504515	-0.43403888	-0.49524856	-0.2457292	-0.18575174	0.4262787	0.4245653	-0.33821267
0.0086423345	-0.0449574	0.016785882	-0.08371246	0.042711493	-0.010859256	0.040462267	0.023192462	0.022374107	-0.057609282	-0.050163202	-0.024094732	0.029921424	0.00057355076	0.014544858	0.017067188
0.0773042	-0.1038518	0.14123811	-0.102477685	-0.036665607	0.067541525	0.107088774	0.033984277	-0.04164293	0.092506334	0.07068148	0.05601595	0.031875253	-0.026328405	-0.053816535	9.3208044e-05
-0.4261457	0.44353515	-0.44915095	0.19216642	0.3757992	-0.34697232	-0.07832685	-0.41236585	0.3345114	-0.3715654	-0.49201292	-0.37316757	-0.34749755	0.45322454	0.40666646	-0.34481332
0.07241652	-0.10556233	0.08362314	-0.15042056	-0.061316542	0.025181515	0.07065604	0.10771036	-0.052513495	0.0013108513	0.03188922	-0.0013063395	0.007753174	-0.069907576	-0.078949384	0.026637621
-0.34169984	0.36382708	-0.34181756	0.1670331	0.3642464	-0.2628433	-0.031147337	-0.30988732	0.27564225	-0.32083008	-0.39488378	-0.3245226	-0.25737792	0.41170427	0.3051891	-0.2852849
-0.004317586	-0.028481513	0.016025655	0.07376638	0.017709106	0.039034955	-0.0188	-0.0004332569	0.036108587	0.025500204	0.044044625	-0.0155436825	0.046582345	-0.0044642864	0.047798164	-0.019485397
-0.37166035	0.42765957	-0.45969972	0.20224707	0.399727	-0.28243336	-0.12692443	-0.40569383	0.26449007	-0.43827826	-0.4809203	-0.33611774	-0.28543508	0.5161344	0.44332248	-0.34574074
0.05205628	-0.1166243	0.12276809	-0.04947735	-0.07844692	0.10651855	0.042779636	0.05314491	-0.06766178	0.049706552	0.15171231	0.027473304	0.0722871	-0.068975314	-0.10174395	0.08044668
-0.29958338	0.24758592	-0.26863897	0.1538516	0.17569833	-0.17077936	-0.01726406	-0.18743485	0.060690343	-0.26114696	-0.28742665	-0.16509494	-0.14509752	0.2821343	0.29224518	-0.13514173
0.3236659	-0.3474718	0.35461146	-0.20487392	-0.23295002	0.28051135	0.1774509	0.27631986	-0.15010987	0.29523632	0.37635127	0.20638128	0.1490003	-0.38924563	-0.33778092	0.30645692
0.003279899	-0.046741184	0.09761891	-0.05129885	-0.04399892	0.0037188954	0.04880682	0.04508165	-0.02846845	0.027437331	-0.0049196277	-0.018847823	-0.006830967	-0.0061397273	0.014785651	-0.009712881
-0.039938956	-0.010757986	-0.00037825984	0.039988615	0.05096551	-0.0067867897	-0.030906541	0.026927186	-0.050716586	0.038667865	0.00022235021	0.037268627	-0.0054496923	0.013977203	0.044319183	0.045394335
0.11420452	-0.07149495	0.10097169	-0.17360885	-0.055934723	0.042734392	0.17781147	0.11908515	-0.10997012	0.07869428	0.09337733	0.08541362	0.06319034	-0.071509555	-0.11646205	0.12668008
-0.054619916	0.058855515	-0.09222409	0.023320872	0.0005799225	-0.059204325	0.018566573	-0.114543326	-0.020767702	-0.09251802	-0.06396398	0.0076908283	-0.012806022	0.07440438	0.09030574	-0.061921928
-0.035351336	0.021333527	0.08047629	0.08241359	0.0023067931	-0.07113381	-0.04110548	-0.06578346	0.07028649	-0.045678116	0.05427614	-0.11585656	-0.05421547	-0.043988828	-0.0053104	-0.008393438
